sub,sov,cond,trial_amount
20,N2Eliwo,T_prevmid_3,25
21,N2Eliwo,T_prevmid_3,63
23,N2Eliwo,T_prevmid_3,17
24,N2Eliwo,T_prevmid_3,65
25,N2Eliwo,T_prevmid_3,39
26,N2Eliwo,T_prevmid_3,36
27,N2Eliwo,T_prevmid_3,18
28,N2Eliwo,T_prevmid_3,43
29,N2Eliwo,T_prevmid_3,43
30,N2Eliwo,T_prevmid_3,70
31,N2Eliwo,T_prevmid_3,48
32,N2Eliwo,T_prevmid_3,51
33,N2Eliwo,T_prevmid_3,64
34,N2Eliwo,T_prevmid_3,51
35,N2Eliwo,T_prevmid_3,26
36,N2Eliwo,T_prevmid_3,39
37,N2Eliwo,T_prevmid_3,59
38,N2Eliwo,T_prevmid_3,45
01,N2Eliwo,T_prevmid_4,55
02,N2Eliwo,T_prevmid_4,24
03,N2Eliwo,T_prevmid_4,67
04,N2Eliwo,T_prevmid_4,36
08,N2Eliwo,T_prevmid_4,41
09,N2Eliwo,T_prevmid_4,44
10,N2Eliwo,T_prevmid_4,55
11,N2Eliwo,T_prevmid_4,49
13,N2Eliwo,T_prevmid_4,74
14,N2Eliwo,T_prevmid_4,8
15,N2Eliwo,T_prevmid_4,48
16,N2Eliwo,T_prevmid_4,98
17,N2Eliwo,T_prevmid_4,42
19,N2Eliwo,T_prevmid_4,68
20,N2Eliwo,T_prevmid_4,23
21,N2Eliwo,T_prevmid_4,63
23,N2Eliwo,T_prevmid_4,16
24,N2Eliwo,T_prevmid_4,59
25,N2Eliwo,T_prevmid_4,36
26,N2Eliwo,T_prevmid_4,37
27,N2Eliwo,T_prevmid_4,18
28,N2Eliwo,T_prevmid_4,46
29,N2Eliwo,T_prevmid_4,39
30,N2Eliwo,T_prevmid_4,68
31,N2Eliwo,T_prevmid_4,46
32,N2Eliwo,T_prevmid_4,51
33,N2Eliwo,T_prevmid_4,66
34,N2Eliwo,T_prevmid_4,49
35,N2Eliwo,T_prevmid_4,27
36,N2Eliwo,T_prevmid_4,36
37,N2Eliwo,T_prevmid_4,59
38,N2Eliwo,T_prevmid_4,46
01,N2Eliwo,T_prevlow_1,51
02,N2Eliwo,T_prevlow_1,37
03,N2Eliwo,T_prevlow_1,81
04,N2Eliwo,T_prevlow_1,49
08,N2Eliwo,T_prevlow_1,53
09,N2Eliwo,T_prevlow_1,79
10,N2Eliwo,T_prevlow_1,55
11,N2Eliwo,T_prevlow_1,50
13,N2Eliwo,T_prevlow_1,91
14,N2Eliwo,T_prevlow_1,7
15,N2Eliwo,T_prevlow_1,76
16,N2Eliwo,T_prevlow_1,120
17,N2Eliwo,T_prevlow_1,69
19,N2Eliwo,T_prevlow_1,84
20,N2Eliwo,T_prevlow_1,33
21,N2Eliwo,T_prevlow_1,56
23,N2Eliwo,T_prevlow_1,32
24,N2Eliwo,T_prevlow_1,79
25,N2Eliwo,T_prevlow_1,34
26,N2Eliwo,T_prevlow_1,47
27,N2Eliwo,T_prevlow_1,25
28,N2Eliwo,T_prevlow_1,40
29,N2Eliwo,T_prevlow_1,34
30,N2Eliwo,T_prevlow_1,108
31,N2Eliwo,T_prevlow_1,59
32,N2Eliwo,T_prevlow_1,45
33,N2Eliwo,T_prevlow_1,79
34,N2Eliwo,T_prevlow_1,79
35,N2Eliwo,T_prevlow_1,30
36,N2Eliwo,T_prevlow_1,51
37,N2Eliwo,T_prevlow_1,76
38,N2Eliwo,T_prevlow_1,66
01,N2Eliwo,T_prevlow_2,51
02,N2Eliwo,T_prevlow_2,40
03,N2Eliwo,T_prevlow_2,86
04,N2Eliwo,T_prevlow_2,48
08,N2Eliwo,T_prevlow_2,57
09,N2Eliwo,T_prevlow_2,74
10,N2Eliwo,T_prevlow_2,62
11,N2Eliwo,T_prevlow_2,55
13,N2Eliwo,T_prevlow_2,100
14,N2Eliwo,T_prevlow_2,7
15,N2Eliwo,T_prevlow_2,70
16,N2Eliwo,T_prevlow_2,130
17,N2Eliwo,T_prevlow_2,58
19,N2Eliwo,T_prevlow_2,82
20,N2Eliwo,T_prevlow_2,30
21,N2Eliwo,T_prevlow_2,64
23,N2Eliwo,T_prevlow_2,34
24,N2Eliwo,T_prevlow_2,70
25,N2Eliwo,T_prevlow_2,37
26,N2Eliwo,T_prevlow_2,51
27,N2Eliwo,T_prevlow_2,30
28,N2Eliwo,T_prevlow_2,44
29,N2Eliwo,T_prevlow_2,41
30,N2Eliwo,T_prevlow_2,96
31,N2Eliwo,T_prevlow_2,59
32,N2Eliwo,T_prevlow_2,48
33,N2Eliwo,T_prevlow_2,89
34,N2Eliwo,T_prevlow_2,83
35,N2Eliwo,T_prevlow_2,35
36,N2Eliwo,T_prevlow_2,48
37,N2Eliwo,T_prevlow_2,86
38,N2Eliwo,T_prevlow_2,66
01,N2Eliwo,T_prevlow_3,56
02,N2Eliwo,T_prevlow_3,32
03,N2Eliwo,T_prevlow_3,97
04,N2Eliwo,T_prevlow_3,46
08,N2Eliwo,T_prevlow_3,55
09,N2Eliwo,T_prevlow_3,85
10,N2Eliwo,T_prevlow_3,52
11,N2Eliwo,T_prevlow_3,60
13,N2Eliwo,T_prevlow_3,115
14,N2Eliwo,T_prevlow_3,8
15,N2Eliwo,T_prevlow_3,70
16,N2Eliwo,T_prevlow_3,141
17,N2Eliwo,T_prevlow_3,70
19,N2Eliwo,T_prevlow_3,93
20,N2Eliwo,T_prevlow_3,37
21,N2Eliwo,T_prevlow_3,68
23,N2Eliwo,T_prevlow_3,26
24,N2Eliwo,T_prevlow_3,72
25,N2Eliwo,T_prevlow_3,40
26,N2Eliwo,T_prevlow_3,50
27,N2Eliwo,T_prevlow_3,21
28,N2Eliwo,T_prevlow_3,47
29,N2Eliwo,T_prevlow_3,47
30,N2Eliwo,T_prevlow_3,104
31,N2Eliwo,T_prevlow_3,52
32,N2Eliwo,T_prevlow_3,50
33,N2Eliwo,T_prevlow_3,87
34,N2Eliwo,T_prevlow_3,82
35,N2Eliwo,T_prevlow_3,35
36,N2Eliwo,T_prevlow_3,56
37,N2Eliwo,T_prevlow_3,95
38,N2Eliwo,T_prevlow_3,65
01,N2Eliwo,T_prevlow_4,59
02,N2Eliwo,T_prevlow_4,37
03,N2Eliwo,T_prevlow_4,92
04,N2Eliwo,T_prevlow_4,49
08,N2Eliwo,T_prevlow_4,50
09,N2Eliwo,T_prevlow_4,72
10,N2Eliwo,T_prevlow_4,59
11,N2Eliwo,T_prevlow_4,55
13,N2Eliwo,T_prevlow_4,108
14,N2Eliwo,T_prevlow_4,7
15,N2Eliwo,T_prevlow_4,67
16,N2Eliwo,T_prevlow_4,139
17,N2Eliwo,T_prevlow_4,71
19,N2Eliwo,T_prevlow_4,81
20,N2Eliwo,T_prevlow_4,37
21,N2Eliwo,T_prevlow_4,62
23,N2Eliwo,T_prevlow_4,29
24,N2Eliwo,T_prevlow_4,73
25,N2Eliwo,T_prevlow_4,40
26,N2Eliwo,T_prevlow_4,49
27,N2Eliwo,T_prevlow_4,32
28,N2Eliwo,T_prevlow_4,51
29,N2Eliwo,T_prevlow_4,46
30,N2Eliwo,T_prevlow_4,107
31,N2Eliwo,T_prevlow_4,59
32,N2Eliwo,T_prevlow_4,54
33,N2Eliwo,T_prevlow_4,84
34,N2Eliwo,T_prevlow_4,81
35,N2Eliwo,T_prevlow_4,38
36,N2Eliwo,T_prevlow_4,51
37,N2Eliwo,T_prevlow_4,93
38,N2Eliwo,T_prevlow_4,80
