sub,sov,cond,trial_amount
28,N2EliwJKc,T_prevlow_3,2
29,N2EliwJKc,T_prevlow_3,4
30,N2EliwJKc,T_prevlow_3,6
31,N2EliwJKc,T_prevlow_3,6
32,N2EliwJKc,T_prevlow_3,5
33,N2EliwJKc,T_prevlow_3,7
34,N2EliwJKc,T_prevlow_3,4
35,N2EliwJKc,T_prevlow_3,2
36,N2EliwJKc,T_prevlow_3,2
37,N2EliwJKc,T_prevlow_3,4
38,N2EliwJKc,T_prevlow_3,10
01,N2EliwJKc,T_prevlow_4,0
02,N2EliwJKc,T_prevlow_4,0
03,N2EliwJKc,T_prevlow_4,7
04,N2EliwJKc,T_prevlow_4,2
08,N2EliwJKc,T_prevlow_4,2
09,N2EliwJKc,T_prevlow_4,8
10,N2EliwJKc,T_prevlow_4,6
11,N2EliwJKc,T_prevlow_4,6
13,N2EliwJKc,T_prevlow_4,13
14,N2EliwJKc,T_prevlow_4,2
15,N2EliwJKc,T_prevlow_4,5
16,N2EliwJKc,T_prevlow_4,6
17,N2EliwJKc,T_prevlow_4,5
19,N2EliwJKc,T_prevlow_4,8
20,N2EliwJKc,T_prevlow_4,6
21,N2EliwJKc,T_prevlow_4,5
23,N2EliwJKc,T_prevlow_4,3
24,N2EliwJKc,T_prevlow_4,6
25,N2EliwJKc,T_prevlow_4,2
26,N2EliwJKc,T_prevlow_4,4
27,N2EliwJKc,T_prevlow_4,0
28,N2EliwJKc,T_prevlow_4,2
29,N2EliwJKc,T_prevlow_4,3
30,N2EliwJKc,T_prevlow_4,3
31,N2EliwJKc,T_prevlow_4,6
32,N2EliwJKc,T_prevlow_4,3
33,N2EliwJKc,T_prevlow_4,7
34,N2EliwJKc,T_prevlow_4,9
35,N2EliwJKc,T_prevlow_4,2
36,N2EliwJKc,T_prevlow_4,2
37,N2EliwJKc,T_prevlow_4,7
38,N2EliwJKc,T_prevlow_4,3
01,N2EliwJSs,T_prevhigh_1,23
02,N2EliwJSs,T_prevhigh_1,7
03,N2EliwJSs,T_prevhigh_1,12
04,N2EliwJSs,T_prevhigh_1,6
08,N2EliwJSs,T_prevhigh_1,6
09,N2EliwJSs,T_prevhigh_1,3
10,N2EliwJSs,T_prevhigh_1,8
11,N2EliwJSs,T_prevhigh_1,3
13,N2EliwJSs,T_prevhigh_1,15
14,N2EliwJSs,T_prevhigh_1,2
15,N2EliwJSs,T_prevhigh_1,2
16,N2EliwJSs,T_prevhigh_1,5
17,N2EliwJSs,T_prevhigh_1,21
19,N2EliwJSs,T_prevhigh_1,16
20,N2EliwJSs,T_prevhigh_1,3
21,N2EliwJSs,T_prevhigh_1,15
23,N2EliwJSs,T_prevhigh_1,12
24,N2EliwJSs,T_prevhigh_1,20
25,N2EliwJSs,T_prevhigh_1,8
26,N2EliwJSs,T_prevhigh_1,6
27,N2EliwJSs,T_prevhigh_1,8
28,N2EliwJSs,T_prevhigh_1,14
29,N2EliwJSs,T_prevhigh_1,11
30,N2EliwJSs,T_prevhigh_1,6
31,N2EliwJSs,T_prevhigh_1,4
32,N2EliwJSs,T_prevhigh_1,6
33,N2EliwJSs,T_prevhigh_1,5
34,N2EliwJSs,T_prevhigh_1,0
35,N2EliwJSs,T_prevhigh_1,3
36,N2EliwJSs,T_prevhigh_1,7
37,N2EliwJSs,T_prevhigh_1,7
38,N2EliwJSs,T_prevhigh_1,10
01,N2EliwJSs,T_prevhigh_2,19
02,N2EliwJSs,T_prevhigh_2,6
03,N2EliwJSs,T_prevhigh_2,4
04,N2EliwJSs,T_prevhigh_2,10
08,N2EliwJSs,T_prevhigh_2,4
09,N2EliwJSs,T_prevhigh_2,2
10,N2EliwJSs,T_prevhigh_2,4
11,N2EliwJSs,T_prevhigh_2,8
13,N2EliwJSs,T_prevhigh_2,8
14,N2EliwJSs,T_prevhigh_2,3
15,N2EliwJSs,T_prevhigh_2,7
16,N2EliwJSs,T_prevhigh_2,0
17,N2EliwJSs,T_prevhigh_2,12
19,N2EliwJSs,T_prevhigh_2,19
20,N2EliwJSs,T_prevhigh_2,5
21,N2EliwJSs,T_prevhigh_2,15
23,N2EliwJSs,T_prevhigh_2,4
24,N2EliwJSs,T_prevhigh_2,25
25,N2EliwJSs,T_prevhigh_2,14
26,N2EliwJSs,T_prevhigh_2,2
27,N2EliwJSs,T_prevhigh_2,2
28,N2EliwJSs,T_prevhigh_2,9
29,N2EliwJSs,T_prevhigh_2,3
30,N2EliwJSs,T_prevhigh_2,4
31,N2EliwJSs,T_prevhigh_2,8
32,N2EliwJSs,T_prevhigh_2,3
33,N2EliwJSs,T_prevhigh_2,12
34,N2EliwJSs,T_prevhigh_2,4
35,N2EliwJSs,T_prevhigh_2,4
36,N2EliwJSs,T_prevhigh_2,7
37,N2EliwJSs,T_prevhigh_2,9
38,N2EliwJSs,T_prevhigh_2,11
01,N2EliwJSs,T_prevhigh_3,25
02,N2EliwJSs,T_prevhigh_3,4
03,N2EliwJSs,T_prevhigh_3,13
04,N2EliwJSs,T_prevhigh_3,10
08,N2EliwJSs,T_prevhigh_3,2
09,N2EliwJSs,T_prevhigh_3,3
10,N2EliwJSs,T_prevhigh_3,6
11,N2EliwJSs,T_prevhigh_3,3
13,N2EliwJSs,T_prevhigh_3,14
14,N2EliwJSs,T_prevhigh_3,2
15,N2EliwJSs,T_prevhigh_3,7
16,N2EliwJSs,T_prevhigh_3,2
17,N2EliwJSs,T_prevhigh_3,14
19,N2EliwJSs,T_prevhigh_3,22
20,N2EliwJSs,T_prevhigh_3,6
21,N2EliwJSs,T_prevhigh_3,12
23,N2EliwJSs,T_prevhigh_3,2
24,N2EliwJSs,T_prevhigh_3,19
25,N2EliwJSs,T_prevhigh_3,12
26,N2EliwJSs,T_prevhigh_3,3
27,N2EliwJSs,T_prevhigh_3,3
28,N2EliwJSs,T_prevhigh_3,5
29,N2EliwJSs,T_prevhigh_3,3
30,N2EliwJSs,T_prevhigh_3,8
31,N2EliwJSs,T_prevhigh_3,2
32,N2EliwJSs,T_prevhigh_3,2
33,N2EliwJSs,T_prevhigh_3,7
34,N2EliwJSs,T_prevhigh_3,3
35,N2EliwJSs,T_prevhigh_3,2
36,N2EliwJSs,T_prevhigh_3,7
37,N2EliwJSs,T_prevhigh_3,9
38,N2EliwJSs,T_prevhigh_3,13
01,N2EliwJSs,T_prevhigh_4,29
02,N2EliwJSs,T_prevhigh_4,9
03,N2EliwJSs,T_prevhigh_4,14
04,N2EliwJSs,T_prevhigh_4,14
08,N2EliwJSs,T_prevhigh_4,6
09,N2EliwJSs,T_prevhigh_4,6
10,N2EliwJSs,T_prevhigh_4,11
11,N2EliwJSs,T_prevhigh_4,6
13,N2EliwJSs,T_prevhigh_4,12
14,N2EliwJSs,T_prevhigh_4,4
15,N2EliwJSs,T_prevhigh_4,12
16,N2EliwJSs,T_prevhigh_4,3
17,N2EliwJSs,T_prevhigh_4,8
19,N2EliwJSs,T_prevhigh_4,18
20,N2EliwJSs,T_prevhigh_4,3
21,N2EliwJSs,T_prevhigh_4,15
23,N2EliwJSs,T_prevhigh_4,3
24,N2EliwJSs,T_prevhigh_4,19
25,N2EliwJSs,T_prevhigh_4,11
26,N2EliwJSs,T_prevhigh_4,2
27,N2EliwJSs,T_prevhigh_4,5
28,N2EliwJSs,T_prevhigh_4,14
29,N2EliwJSs,T_prevhigh_4,9
30,N2EliwJSs,T_prevhigh_4,9
31,N2EliwJSs,T_prevhigh_4,2
32,N2EliwJSs,T_prevhigh_4,4
33,N2EliwJSs,T_prevhigh_4,11
34,N2EliwJSs,T_prevhigh_4,4
35,N2EliwJSs,T_prevhigh_4,3
36,N2EliwJSs,T_prevhigh_4,8
37,N2EliwJSs,T_prevhigh_4,12
38,N2EliwJSs,T_prevhigh_4,10
01,N2EliwJSs,T_prevmid_1,17
02,N2EliwJSs,T_prevmid_1,5
03,N2EliwJSs,T_prevmid_1,12
04,N2EliwJSs,T_prevmid_1,7
08,N2EliwJSs,T_prevmid_1,3
09,N2EliwJSs,T_prevmid_1,3
10,N2EliwJSs,T_prevmid_1,6
11,N2EliwJSs,T_prevmid_1,0
13,N2EliwJSs,T_prevmid_1,12
14,N2EliwJSs,T_prevmid_1,4
15,N2EliwJSs,T_prevmid_1,6
16,N2EliwJSs,T_prevmid_1,2
17,N2EliwJSs,T_prevmid_1,9
19,N2EliwJSs,T_prevmid_1,16
20,N2EliwJSs,T_prevmid_1,3
21,N2EliwJSs,T_prevmid_1,13
23,N2EliwJSs,T_prevmid_1,8
24,N2EliwJSs,T_prevmid_1,14
25,N2EliwJSs,T_prevmid_1,12
26,N2EliwJSs,T_prevmid_1,2
27,N2EliwJSs,T_prevmid_1,2
28,N2EliwJSs,T_prevmid_1,9
29,N2EliwJSs,T_prevmid_1,3
30,N2EliwJSs,T_prevmid_1,4
31,N2EliwJSs,T_prevmid_1,2
32,N2EliwJSs,T_prevmid_1,4
33,N2EliwJSs,T_prevmid_1,10
34,N2EliwJSs,T_prevmid_1,2
35,N2EliwJSs,T_prevmid_1,2
36,N2EliwJSs,T_prevmid_1,3
37,N2EliwJSs,T_prevmid_1,6
38,N2EliwJSs,T_prevmid_1,10
01,N2EliwJSs,T_prevmid_2,21
02,N2EliwJSs,T_prevmid_2,2
03,N2EliwJSs,T_prevmid_2,4
04,N2EliwJSs,T_prevmid_2,3
08,N2EliwJSs,T_prevmid_2,2
09,N2EliwJSs,T_prevmid_2,3
10,N2EliwJSs,T_prevmid_2,7
11,N2EliwJSs,T_prevmid_2,3
13,N2EliwJSs,T_prevmid_2,7
14,N2EliwJSs,T_prevmid_2,2
15,N2EliwJSs,T_prevmid_2,3
16,N2EliwJSs,T_prevmid_2,2
17,N2EliwJSs,T_prevmid_2,8
19,N2EliwJSs,T_prevmid_2,15
20,N2EliwJSs,T_prevmid_2,5
21,N2EliwJSs,T_prevmid_2,14
23,N2EliwJSs,T_prevmid_2,2
24,N2EliwJSs,T_prevmid_2,10
25,N2EliwJSs,T_prevmid_2,6
26,N2EliwJSs,T_prevmid_2,2
27,N2EliwJSs,T_prevmid_2,3
28,N2EliwJSs,T_prevmid_2,5
29,N2EliwJSs,T_prevmid_2,4
30,N2EliwJSs,T_prevmid_2,3
31,N2EliwJSs,T_prevmid_2,4
32,N2EliwJSs,T_prevmid_2,4
33,N2EliwJSs,T_prevmid_2,12
34,N2EliwJSs,T_prevmid_2,3
35,N2EliwJSs,T_prevmid_2,3
36,N2EliwJSs,T_prevmid_2,4
37,N2EliwJSs,T_prevmid_2,5
38,N2EliwJSs,T_prevmid_2,9
01,N2EliwJSs,T_prevmid_3,18
02,N2EliwJSs,T_prevmid_3,5
03,N2EliwJSs,T_prevmid_3,8
04,N2EliwJSs,T_prevmid_3,4
08,N2EliwJSs,T_prevmid_3,2
09,N2EliwJSs,T_prevmid_3,4
10,N2EliwJSs,T_prevmid_3,5
11,N2EliwJSs,T_prevmid_3,3
13,N2EliwJSs,T_prevmid_3,6
14,N2EliwJSs,T_prevmid_3,0
15,N2EliwJSs,T_prevmid_3,2
16,N2EliwJSs,T_prevmid_3,2
17,N2EliwJSs,T_prevmid_3,12
19,N2EliwJSs,T_prevmid_3,16
20,N2EliwJSs,T_prevmid_3,2
21,N2EliwJSs,T_prevmid_3,18
23,N2EliwJSs,T_prevmid_3,3
24,N2EliwJSs,T_prevmid_3,9
25,N2EliwJSs,T_prevmid_3,8
26,N2EliwJSs,T_prevmid_3,4
27,N2EliwJSs,T_prevmid_3,2
28,N2EliwJSs,T_prevmid_3,4
29,N2EliwJSs,T_prevmid_3,11
30,N2EliwJSs,T_prevmid_3,9
31,N2EliwJSs,T_prevmid_3,5
32,N2EliwJSs,T_prevmid_3,3
33,N2EliwJSs,T_prevmid_3,8
34,N2EliwJSs,T_prevmid_3,2
35,N2EliwJSs,T_prevmid_3,2
36,N2EliwJSs,T_prevmid_3,6
37,N2EliwJSs,T_prevmid_3,5
38,N2EliwJSs,T_prevmid_3,7
01,N2EliwJSs,T_prevmid_4,20
02,N2EliwJSs,T_prevmid_4,2
03,N2EliwJSs,T_prevmid_4,17
04,N2EliwJSs,T_prevmid_4,7
08,N2EliwJSs,T_prevmid_4,2
09,N2EliwJSs,T_prevmid_4,11
10,N2EliwJSs,T_prevmid_4,6
11,N2EliwJSs,T_prevmid_4,2
13,N2EliwJSs,T_prevmid_4,8
14,N2EliwJSs,T_prevmid_4,3
15,N2EliwJSs,T_prevmid_4,4
16,N2EliwJSs,T_prevmid_4,3
17,N2EliwJSs,T_prevmid_4,11
19,N2EliwJSs,T_prevmid_4,12
20,N2EliwJSs,T_prevmid_4,6
21,N2EliwJSs,T_prevmid_4,15
23,N2EliwJSs,T_prevmid_4,3
24,N2EliwJSs,T_prevmid_4,11
25,N2EliwJSs,T_prevmid_4,9
26,N2EliwJSs,T_prevmid_4,2
27,N2EliwJSs,T_prevmid_4,2
28,N2EliwJSs,T_prevmid_4,6
29,N2EliwJSs,T_prevmid_4,3
30,N2EliwJSs,T_prevmid_4,6
31,N2EliwJSs,T_prevmid_4,4
32,N2EliwJSs,T_prevmid_4,4
33,N2EliwJSs,T_prevmid_4,6
34,N2EliwJSs,T_prevmid_4,0
35,N2EliwJSs,T_prevmid_4,2
36,N2EliwJSs,T_prevmid_4,7
37,N2EliwJSs,T_prevmid_4,3
38,N2EliwJSs,T_prevmid_4,10
01,N2EliwJSs,T_prevlow_1,23
02,N2EliwJSs,T_prevlow_1,5
03,N2EliwJSs,T_prevlow_1,21
04,N2EliwJSs,T_prevlow_1,7
08,N2EliwJSs,T_prevlow_1,3
09,N2EliwJSs,T_prevlow_1,5
10,N2EliwJSs,T_prevlow_1,8
11,N2EliwJSs,T_prevlow_1,8
13,N2EliwJSs,T_prevlow_1,16
14,N2EliwJSs,T_prevlow_1,4
15,N2EliwJSs,T_prevlow_1,5
16,N2EliwJSs,T_prevlow_1,3
17,N2EliwJSs,T_prevlow_1,18
19,N2EliwJSs,T_prevlow_1,27
20,N2EliwJSs,T_prevlow_1,7
21,N2EliwJSs,T_prevlow_1,15
23,N2EliwJSs,T_prevlow_1,17
24,N2EliwJSs,T_prevlow_1,12
25,N2EliwJSs,T_prevlow_1,15
26,N2EliwJSs,T_prevlow_1,2
27,N2EliwJSs,T_prevlow_1,3
28,N2EliwJSs,T_prevlow_1,10
29,N2EliwJSs,T_prevlow_1,5
30,N2EliwJSs,T_prevlow_1,12
31,N2EliwJSs,T_prevlow_1,4
32,N2EliwJSs,T_prevlow_1,3
33,N2EliwJSs,T_prevlow_1,12
34,N2EliwJSs,T_prevlow_1,0
35,N2EliwJSs,T_prevlow_1,2
36,N2EliwJSs,T_prevlow_1,10
37,N2EliwJSs,T_prevlow_1,15
38,N2EliwJSs,T_prevlow_1,12
01,N2EliwJSs,T_prevlow_2,22
02,N2EliwJSs,T_prevlow_2,5
03,N2EliwJSs,T_prevlow_2,11
04,N2EliwJSs,T_prevlow_2,11
08,N2EliwJSs,T_prevlow_2,8
09,N2EliwJSs,T_prevlow_2,8
10,N2EliwJSs,T_prevlow_2,4
11,N2EliwJSs,T_prevlow_2,5
13,N2EliwJSs,T_prevlow_2,17
14,N2EliwJSs,T_prevlow_2,6
15,N2EliwJSs,T_prevlow_2,9
16,N2EliwJSs,T_prevlow_2,3
17,N2EliwJSs,T_prevlow_2,19
19,N2EliwJSs,T_prevlow_2,24
20,N2EliwJSs,T_prevlow_2,11
21,N2EliwJSs,T_prevlow_2,14
23,N2EliwJSs,T_prevlow_2,8
24,N2EliwJSs,T_prevlow_2,17
25,N2EliwJSs,T_prevlow_2,8
26,N2EliwJSs,T_prevlow_2,3
27,N2EliwJSs,T_prevlow_2,5
28,N2EliwJSs,T_prevlow_2,8
29,N2EliwJSs,T_prevlow_2,2
30,N2EliwJSs,T_prevlow_2,8
31,N2EliwJSs,T_prevlow_2,4
32,N2EliwJSs,T_prevlow_2,7
33,N2EliwJSs,T_prevlow_2,8
34,N2EliwJSs,T_prevlow_2,2
35,N2EliwJSs,T_prevlow_2,2
36,N2EliwJSs,T_prevlow_2,14
37,N2EliwJSs,T_prevlow_2,8
38,N2EliwJSs,T_prevlow_2,13
01,N2EliwJSs,T_prevlow_3,20
02,N2EliwJSs,T_prevlow_3,10
03,N2EliwJSs,T_prevlow_3,8
04,N2EliwJSs,T_prevlow_3,9
08,N2EliwJSs,T_prevlow_3,4
09,N2EliwJSs,T_prevlow_3,3
10,N2EliwJSs,T_prevlow_3,12
11,N2EliwJSs,T_prevlow_3,7
13,N2EliwJSs,T_prevlow_3,14
14,N2EliwJSs,T_prevlow_3,2
15,N2EliwJSs,T_prevlow_3,8
16,N2EliwJSs,T_prevlow_3,2
17,N2EliwJSs,T_prevlow_3,17
19,N2EliwJSs,T_prevlow_3,20
20,N2EliwJSs,T_prevlow_3,6
21,N2EliwJSs,T_prevlow_3,11
23,N2EliwJSs,T_prevlow_3,7
24,N2EliwJSs,T_prevlow_3,16
25,N2EliwJSs,T_prevlow_3,7
26,N2EliwJSs,T_prevlow_3,3
27,N2EliwJSs,T_prevlow_3,6
28,N2EliwJSs,T_prevlow_3,14
29,N2EliwJSs,T_prevlow_3,8
30,N2EliwJSs,T_prevlow_3,13
31,N2EliwJSs,T_prevlow_3,6
32,N2EliwJSs,T_prevlow_3,3
33,N2EliwJSs,T_prevlow_3,10
34,N2EliwJSs,T_prevlow_3,0
35,N2EliwJSs,T_prevlow_3,4
36,N2EliwJSs,T_prevlow_3,4
37,N2EliwJSs,T_prevlow_3,8
38,N2EliwJSs,T_prevlow_3,14
01,N2EliwJSs,T_prevlow_4,18
02,N2EliwJSs,T_prevlow_4,10
03,N2EliwJSs,T_prevlow_4,13
04,N2EliwJSs,T_prevlow_4,13
08,N2EliwJSs,T_prevlow_4,11
09,N2EliwJSs,T_prevlow_4,5
10,N2EliwJSs,T_prevlow_4,8
11,N2EliwJSs,T_prevlow_4,5
13,N2EliwJSs,T_prevlow_4,16
14,N2EliwJSs,T_prevlow_4,3
15,N2EliwJSs,T_prevlow_4,7
16,N2EliwJSs,T_prevlow_4,3
17,N2EliwJSs,T_prevlow_4,11
19,N2EliwJSs,T_prevlow_4,27
20,N2EliwJSs,T_prevlow_4,5
21,N2EliwJSs,T_prevlow_4,15
23,N2EliwJSs,T_prevlow_4,4
24,N2EliwJSs,T_prevlow_4,13
25,N2EliwJSs,T_prevlow_4,7
26,N2EliwJSs,T_prevlow_4,4
27,N2EliwJSs,T_prevlow_4,5
28,N2EliwJSs,T_prevlow_4,14
29,N2EliwJSs,T_prevlow_4,4
30,N2EliwJSs,T_prevlow_4,14
31,N2EliwJSs,T_prevlow_4,18
32,N2EliwJSs,T_prevlow_4,2
33,N2EliwJSs,T_prevlow_4,9
34,N2EliwJSs,T_prevlow_4,2
35,N2EliwJSs,T_prevlow_4,4
36,N2EliwJSs,T_prevlow_4,12
37,N2EliwJSs,T_prevlow_4,12
38,N2EliwJSs,T_prevlow_4,9
01,N2Eliwo,T_prevhigh_1,50
02,N2Eliwo,T_prevhigh_1,35
03,N2Eliwo,T_prevhigh_1,68
04,N2Eliwo,T_prevhigh_1,45
08,N2Eliwo,T_prevhigh_1,49
09,N2Eliwo,T_prevhigh_1,59
10,N2Eliwo,T_prevhigh_1,41
11,N2Eliwo,T_prevhigh_1,37
13,N2Eliwo,T_prevhigh_1,57
14,N2Eliwo,T_prevhigh_1,10
15,N2Eliwo,T_prevhigh_1,54
16,N2Eliwo,T_prevhigh_1,88
17,N2Eliwo,T_prevhigh_1,61
19,N2Eliwo,T_prevhigh_1,73
20,N2Eliwo,T_prevhigh_1,26
21,N2Eliwo,T_prevhigh_1,67
23,N2Eliwo,T_prevhigh_1,16
24,N2Eliwo,T_prevhigh_1,84
25,N2Eliwo,T_prevhigh_1,49
26,N2Eliwo,T_prevhigh_1,31
27,N2Eliwo,T_prevhigh_1,14
28,N2Eliwo,T_prevhigh_1,33
29,N2Eliwo,T_prevhigh_1,45
30,N2Eliwo,T_prevhigh_1,88
31,N2Eliwo,T_prevhigh_1,42
32,N2Eliwo,T_prevhigh_1,56
33,N2Eliwo,T_prevhigh_1,83
34,N2Eliwo,T_prevhigh_1,61
35,N2Eliwo,T_prevhigh_1,29
36,N2Eliwo,T_prevhigh_1,35
37,N2Eliwo,T_prevhigh_1,50
38,N2Eliwo,T_prevhigh_1,54
01,N2Eliwo,T_prevhigh_2,61
02,N2Eliwo,T_prevhigh_2,27
03,N2Eliwo,T_prevhigh_2,78
04,N2Eliwo,T_prevhigh_2,39
08,N2Eliwo,T_prevhigh_2,45
09,N2Eliwo,T_prevhigh_2,68
10,N2Eliwo,T_prevhigh_2,59
11,N2Eliwo,T_prevhigh_2,36
13,N2Eliwo,T_prevhigh_2,77
14,N2Eliwo,T_prevhigh_2,12
15,N2Eliwo,T_prevhigh_2,55
16,N2Eliwo,T_prevhigh_2,97
17,N2Eliwo,T_prevhigh_2,69
19,N2Eliwo,T_prevhigh_2,68
20,N2Eliwo,T_prevhigh_2,27
21,N2Eliwo,T_prevhigh_2,75
23,N2Eliwo,T_prevhigh_2,14
24,N2Eliwo,T_prevhigh_2,79
25,N2Eliwo,T_prevhigh_2,36
26,N2Eliwo,T_prevhigh_2,42
27,N2Eliwo,T_prevhigh_2,16
28,N2Eliwo,T_prevhigh_2,42
29,N2Eliwo,T_prevhigh_2,59
30,N2Eliwo,T_prevhigh_2,87
31,N2Eliwo,T_prevhigh_2,39
32,N2Eliwo,T_prevhigh_2,67
33,N2Eliwo,T_prevhigh_2,85
34,N2Eliwo,T_prevhigh_2,62
35,N2Eliwo,T_prevhigh_2,31
36,N2Eliwo,T_prevhigh_2,34
37,N2Eliwo,T_prevhigh_2,67
38,N2Eliwo,T_prevhigh_2,60
01,N2Eliwo,T_prevhigh_3,57
02,N2Eliwo,T_prevhigh_3,32
03,N2Eliwo,T_prevhigh_3,72
04,N2Eliwo,T_prevhigh_3,40
08,N2Eliwo,T_prevhigh_3,55
09,N2Eliwo,T_prevhigh_3,68
10,N2Eliwo,T_prevhigh_3,62
11,N2Eliwo,T_prevhigh_3,41
13,N2Eliwo,T_prevhigh_3,76
14,N2Eliwo,T_prevhigh_3,12
15,N2Eliwo,T_prevhigh_3,61
16,N2Eliwo,T_prevhigh_3,103
17,N2Eliwo,T_prevhigh_3,67
19,N2Eliwo,T_prevhigh_3,70
20,N2Eliwo,T_prevhigh_3,26
21,N2Eliwo,T_prevhigh_3,78
23,N2Eliwo,T_prevhigh_3,18
24,N2Eliwo,T_prevhigh_3,86
25,N2Eliwo,T_prevhigh_3,40
26,N2Eliwo,T_prevhigh_3,41
27,N2Eliwo,T_prevhigh_3,19
28,N2Eliwo,T_prevhigh_3,52
29,N2Eliwo,T_prevhigh_3,62
30,N2Eliwo,T_prevhigh_3,102
31,N2Eliwo,T_prevhigh_3,44
32,N2Eliwo,T_prevhigh_3,67
33,N2Eliwo,T_prevhigh_3,88
34,N2Eliwo,T_prevhigh_3,61
35,N2Eliwo,T_prevhigh_3,32
36,N2Eliwo,T_prevhigh_3,36
37,N2Eliwo,T_prevhigh_3,70
38,N2Eliwo,T_prevhigh_3,62
01,N2Eliwo,T_prevhigh_4,57
02,N2Eliwo,T_prevhigh_4,33
03,N2Eliwo,T_prevhigh_4,76
04,N2Eliwo,T_prevhigh_4,42
08,N2Eliwo,T_prevhigh_4,52
09,N2Eliwo,T_prevhigh_4,64
10,N2Eliwo,T_prevhigh_4,62
11,N2Eliwo,T_prevhigh_4,36
13,N2Eliwo,T_prevhigh_4,70
14,N2Eliwo,T_prevhigh_4,9
15,N2Eliwo,T_prevhigh_4,58
16,N2Eliwo,T_prevhigh_4,99
17,N2Eliwo,T_prevhigh_4,66
19,N2Eliwo,T_prevhigh_4,78
20,N2Eliwo,T_prevhigh_4,27
21,N2Eliwo,T_prevhigh_4,76
23,N2Eliwo,T_prevhigh_4,16
24,N2Eliwo,T_prevhigh_4,88
25,N2Eliwo,T_prevhigh_4,40
26,N2Eliwo,T_prevhigh_4,40
27,N2Eliwo,T_prevhigh_4,22
28,N2Eliwo,T_prevhigh_4,44
29,N2Eliwo,T_prevhigh_4,55
30,N2Eliwo,T_prevhigh_4,101
31,N2Eliwo,T_prevhigh_4,45
32,N2Eliwo,T_prevhigh_4,70
33,N2Eliwo,T_prevhigh_4,90
34,N2Eliwo,T_prevhigh_4,61
35,N2Eliwo,T_prevhigh_4,33
36,N2Eliwo,T_prevhigh_4,31
37,N2Eliwo,T_prevhigh_4,63
38,N2Eliwo,T_prevhigh_4,71
01,N2Eliwo,T_prevmid_1,46
02,N2Eliwo,T_prevmid_1,19
03,N2Eliwo,T_prevmid_1,56
04,N2Eliwo,T_prevmid_1,29
08,N2Eliwo,T_prevmid_1,35
09,N2Eliwo,T_prevmid_1,49
10,N2Eliwo,T_prevmid_1,37
11,N2Eliwo,T_prevmid_1,30
13,N2Eliwo,T_prevmid_1,48
14,N2Eliwo,T_prevmid_1,6
15,N2Eliwo,T_prevmid_1,38
16,N2Eliwo,T_prevmid_1,89
17,N2Eliwo,T_prevmid_1,43
19,N2Eliwo,T_prevmid_1,58
20,N2Eliwo,T_prevmid_1,24
21,N2Eliwo,T_prevmid_1,53
23,N2Eliwo,T_prevmid_1,17
24,N2Eliwo,T_prevmid_1,51
25,N2Eliwo,T_prevmid_1,32
26,N2Eliwo,T_prevmid_1,34
27,N2Eliwo,T_prevmid_1,18
28,N2Eliwo,T_prevmid_1,33
29,N2Eliwo,T_prevmid_1,36
30,N2Eliwo,T_prevmid_1,72
31,N2Eliwo,T_prevmid_1,47
32,N2Eliwo,T_prevmid_1,44
33,N2Eliwo,T_prevmid_1,50
34,N2Eliwo,T_prevmid_1,44
35,N2Eliwo,T_prevmid_1,22
36,N2Eliwo,T_prevmid_1,31
37,N2Eliwo,T_prevmid_1,42
38,N2Eliwo,T_prevmid_1,35
01,N2Eliwo,T_prevmid_2,47
02,N2Eliwo,T_prevmid_2,26
03,N2Eliwo,T_prevmid_2,74
04,N2Eliwo,T_prevmid_2,35
08,N2Eliwo,T_prevmid_2,39
09,N2Eliwo,T_prevmid_2,46
10,N2Eliwo,T_prevmid_2,54
11,N2Eliwo,T_prevmid_2,48
13,N2Eliwo,T_prevmid_2,66
14,N2Eliwo,T_prevmid_2,8
15,N2Eliwo,T_prevmid_2,51
16,N2Eliwo,T_prevmid_2,98
17,N2Eliwo,T_prevmid_2,41
19,N2Eliwo,T_prevmid_2,67
20,N2Eliwo,T_prevmid_2,21
21,N2Eliwo,T_prevmid_2,61
23,N2Eliwo,T_prevmid_2,16
24,N2Eliwo,T_prevmid_2,59
25,N2Eliwo,T_prevmid_2,37
26,N2Eliwo,T_prevmid_2,34
27,N2Eliwo,T_prevmid_2,18
28,N2Eliwo,T_prevmid_2,35
29,N2Eliwo,T_prevmid_2,36
30,N2Eliwo,T_prevmid_2,67
31,N2Eliwo,T_prevmid_2,47
32,N2Eliwo,T_prevmid_2,46
33,N2Eliwo,T_prevmid_2,52
34,N2Eliwo,T_prevmid_2,46
35,N2Eliwo,T_prevmid_2,29
36,N2Eliwo,T_prevmid_2,31
37,N2Eliwo,T_prevmid_2,48
38,N2Eliwo,T_prevmid_2,39
01,N2Eliwo,T_prevmid_3,47
02,N2Eliwo,T_prevmid_3,22
03,N2Eliwo,T_prevmid_3,70
04,N2Eliwo,T_prevmid_3,38
08,N2Eliwo,T_prevmid_3,41
09,N2Eliwo,T_prevmid_3,48
10,N2Eliwo,T_prevmid_3,56
11,N2Eliwo,T_prevmid_3,46
13,N2Eliwo,T_prevmid_3,75
14,N2Eliwo,T_prevmid_3,9
15,N2Eliwo,T_prevmid_3,45
16,N2Eliwo,T_prevmid_3,95
17,N2Eliwo,T_prevmid_3,41
19,N2Eliwo,T_prevmid_3,66
