sub,sov,cond,trial_amount
04,N2,T5302_4,61
08,N2,T5302_4,69
09,N2,T5302_4,85
10,N2,T5302_4,83
11,N2,T5302_4,52
13,N2,T5302_4,90
14,N2,T5302_4,22
15,N2,T5302_4,93
16,N2,T5302_4,91
17,N2,T5302_4,52
19,N2,T5302_4,97
20,N2,T5302_4,81
21,N2,T5302_4,95
23,N2,T5302_4,60
24,N2,T5302_4,105
25,N2,T5302_4,94
26,N2,T5302_4,33
27,N2,T5302_4,36
28,N2,T5302_4,97
29,N2,T5302_4,72
30,N2,T5302_4,126
31,N2,T5302_4,93
32,N2,T5302_4,68
33,N2,T5302_4,121
34,N2,T5302_4,63
35,N2,T5302_4,64
36,N2,T5302_4,58
37,N2,T5302_4,58
38,N2,T5302_4,97
02,N2EliwJKc,T650_1,0
03,N2EliwJKc,T650_1,2
04,N2EliwJKc,T650_1,2
08,N2EliwJKc,T650_1,2
09,N2EliwJKc,T650_1,3
10,N2EliwJKc,T650_1,2
11,N2EliwJKc,T650_1,3
13,N2EliwJKc,T650_1,0
14,N2EliwJKc,T650_1,0
15,N2EliwJKc,T650_1,5
16,N2EliwJKc,T650_1,4
17,N2EliwJKc,T650_1,0
19,N2EliwJKc,T650_1,0
20,N2EliwJKc,T650_1,0
21,N2EliwJKc,T650_1,0
23,N2EliwJKc,T650_1,4
24,N2EliwJKc,T650_1,0
25,N2EliwJKc,T650_1,0
26,N2EliwJKc,T650_1,0
27,N2EliwJKc,T650_1,0
28,N2EliwJKc,T650_1,5
29,N2EliwJKc,T650_1,3
30,N2EliwJKc,T650_1,6
31,N2EliwJKc,T650_1,2
32,N2EliwJKc,T650_1,3
33,N2EliwJKc,T650_1,5
34,N2EliwJKc,T650_1,4
35,N2EliwJKc,T650_1,0
36,N2EliwJKc,T650_1,0
37,N2EliwJKc,T650_1,0
38,N2EliwJKc,T650_1,3
02,N2EliwJKc,T845_1,2
03,N2EliwJKc,T845_1,2
04,N2EliwJKc,T845_1,3
08,N2EliwJKc,T845_1,7
09,N2EliwJKc,T845_1,6
10,N2EliwJKc,T845_1,4
11,N2EliwJKc,T845_1,3
13,N2EliwJKc,T845_1,8
14,N2EliwJKc,T845_1,0
15,N2EliwJKc,T845_1,4
16,N2EliwJKc,T845_1,9
17,N2EliwJKc,T845_1,4
19,N2EliwJKc,T845_1,3
20,N2EliwJKc,T845_1,0
21,N2EliwJKc,T845_1,0
23,N2EliwJKc,T845_1,0
24,N2EliwJKc,T845_1,2
25,N2EliwJKc,T845_1,3
26,N2EliwJKc,T845_1,2
27,N2EliwJKc,T845_1,0
28,N2EliwJKc,T845_1,5
29,N2EliwJKc,T845_1,2
30,N2EliwJKc,T845_1,4
31,N2EliwJKc,T845_1,0
32,N2EliwJKc,T845_1,7
33,N2EliwJKc,T845_1,5
34,N2EliwJKc,T845_1,5
35,N2EliwJKc,T845_1,8
36,N2EliwJKc,T845_1,0
37,N2EliwJKc,T845_1,3
38,N2EliwJKc,T845_1,4
02,N2EliwJKc,T1098_1,2
03,N2EliwJKc,T1098_1,7
04,N2EliwJKc,T1098_1,0
08,N2EliwJKc,T1098_1,6
09,N2EliwJKc,T1098_1,8
10,N2EliwJKc,T1098_1,3
11,N2EliwJKc,T1098_1,4
13,N2EliwJKc,T1098_1,7
14,N2EliwJKc,T1098_1,0
15,N2EliwJKc,T1098_1,3
16,N2EliwJKc,T1098_1,11
17,N2EliwJKc,T1098_1,4
19,N2EliwJKc,T1098_1,2
20,N2EliwJKc,T1098_1,2
21,N2EliwJKc,T1098_1,3
23,N2EliwJKc,T1098_1,2
24,N2EliwJKc,T1098_1,4
25,N2EliwJKc,T1098_1,0
26,N2EliwJKc,T1098_1,0
27,N2EliwJKc,T1098_1,2
28,N2EliwJKc,T1098_1,6
29,N2EliwJKc,T1098_1,5
30,N2EliwJKc,T1098_1,5
31,N2EliwJKc,T1098_1,0
32,N2EliwJKc,T1098_1,2
33,N2EliwJKc,T1098_1,12
34,N2EliwJKc,T1098_1,7
35,N2EliwJKc,T1098_1,2
36,N2EliwJKc,T1098_1,2
37,N2EliwJKc,T1098_1,7
38,N2EliwJKc,T1098_1,9
02,N2EliwJKc,T1428_1,0
03,N2EliwJKc,T1428_1,3
04,N2EliwJKc,T1428_1,3
08,N2EliwJKc,T1428_1,11
09,N2EliwJKc,T1428_1,7
10,N2EliwJKc,T1428_1,9
11,N2EliwJKc,T1428_1,6
13,N2EliwJKc,T1428_1,6
14,N2EliwJKc,T1428_1,2
15,N2EliwJKc,T1428_1,4
16,N2EliwJKc,T1428_1,10
17,N2EliwJKc,T1428_1,5
19,N2EliwJKc,T1428_1,8
20,N2EliwJKc,T1428_1,3
21,N2EliwJKc,T1428_1,3
23,N2EliwJKc,T1428_1,2
24,N2EliwJKc,T1428_1,9
25,N2EliwJKc,T1428_1,1
26,N2EliwJKc,T1428_1,5
27,N2EliwJKc,T1428_1,2
28,N2EliwJKc,T1428_1,14
29,N2EliwJKc,T1428_1,9
30,N2EliwJKc,T1428_1,6
31,N2EliwJKc,T1428_1,7
32,N2EliwJKc,T1428_1,6
33,N2EliwJKc,T1428_1,9
34,N2EliwJKc,T1428_1,5
35,N2EliwJKc,T1428_1,4
36,N2EliwJKc,T1428_1,0
37,N2EliwJKc,T1428_1,0
38,N2EliwJKc,T1428_1,7
02,N2EliwJKc,T1856_1,0
03,N2EliwJKc,T1856_1,9
04,N2EliwJKc,T1856_1,0
08,N2EliwJKc,T1856_1,0
09,N2EliwJKc,T1856_1,3
10,N2EliwJKc,T1856_1,4
11,N2EliwJKc,T1856_1,7
13,N2EliwJKc,T1856_1,11
14,N2EliwJKc,T1856_1,2
15,N2EliwJKc,T1856_1,2
16,N2EliwJKc,T1856_1,4
17,N2EliwJKc,T1856_1,2
19,N2EliwJKc,T1856_1,6
20,N2EliwJKc,T1856_1,4
21,N2EliwJKc,T1856_1,10
23,N2EliwJKc,T1856_1,6
24,N2EliwJKc,T1856_1,8
25,N2EliwJKc,T1856_1,0
26,N2EliwJKc,T1856_1,5
27,N2EliwJKc,T1856_1,2
28,N2EliwJKc,T1856_1,11
29,N2EliwJKc,T1856_1,6
30,N2EliwJKc,T1856_1,3
31,N2EliwJKc,T1856_1,3
32,N2EliwJKc,T1856_1,14
33,N2EliwJKc,T1856_1,9
34,N2EliwJKc,T1856_1,4
35,N2EliwJKc,T1856_1,6
36,N2EliwJKc,T1856_1,4
37,N2EliwJKc,T1856_1,2
38,N2EliwJKc,T1856_1,0
02,N2EliwJKc,T2413_1,2
03,N2EliwJKc,T2413_1,8
04,N2EliwJKc,T2413_1,6
08,N2EliwJKc,T2413_1,4
09,N2EliwJKc,T2413_1,6
10,N2EliwJKc,T2413_1,9
11,N2EliwJKc,T2413_1,2
13,N2EliwJKc,T2413_1,8
14,N2EliwJKc,T2413_1,0
15,N2EliwJKc,T2413_1,4
16,N2EliwJKc,T2413_1,7
17,N2EliwJKc,T2413_1,3
19,N2EliwJKc,T2413_1,7
20,N2EliwJKc,T2413_1,0
21,N2EliwJKc,T2413_1,4
23,N2EliwJKc,T2413_1,5
24,N2EliwJKc,T2413_1,2
25,N2EliwJKc,T2413_1,8
26,N2EliwJKc,T2413_1,5
27,N2EliwJKc,T2413_1,0
28,N2EliwJKc,T2413_1,11
29,N2EliwJKc,T2413_1,5
30,N2EliwJKc,T2413_1,10
31,N2EliwJKc,T2413_1,0
32,N2EliwJKc,T2413_1,2
33,N2EliwJKc,T2413_1,13
34,N2EliwJKc,T2413_1,7
35,N2EliwJKc,T2413_1,7
36,N2EliwJKc,T2413_1,0
37,N2EliwJKc,T2413_1,0
38,N2EliwJKc,T2413_1,4
02,N2EliwJKc,T3137_1,2
03,N2EliwJKc,T3137_1,6
04,N2EliwJKc,T3137_1,6
08,N2EliwJKc,T3137_1,2
09,N2EliwJKc,T3137_1,5
10,N2EliwJKc,T3137_1,9
11,N2EliwJKc,T3137_1,2
13,N2EliwJKc,T3137_1,12
14,N2EliwJKc,T3137_1,2
15,N2EliwJKc,T3137_1,7
16,N2EliwJKc,T3137_1,11
17,N2EliwJKc,T3137_1,2
19,N2EliwJKc,T3137_1,6
20,N2EliwJKc,T3137_1,2
21,N2EliwJKc,T3137_1,8
23,N2EliwJKc,T3137_1,7
24,N2EliwJKc,T3137_1,10
25,N2EliwJKc,T3137_1,0
26,N2EliwJKc,T3137_1,2
27,N2EliwJKc,T3137_1,0
28,N2EliwJKc,T3137_1,24
29,N2EliwJKc,T3137_1,7
30,N2EliwJKc,T3137_1,15
31,N2EliwJKc,T3137_1,6
32,N2EliwJKc,T3137_1,0
33,N2EliwJKc,T3137_1,16
34,N2EliwJKc,T3137_1,8
35,N2EliwJKc,T3137_1,11
36,N2EliwJKc,T3137_1,5
37,N2EliwJKc,T3137_1,5
38,N2EliwJKc,T3137_1,12
02,N2EliwJKc,T4079_1,2
03,N2EliwJKc,T4079_1,10
04,N2EliwJKc,T4079_1,0
08,N2EliwJKc,T4079_1,2
09,N2EliwJKc,T4079_1,9
10,N2EliwJKc,T4079_1,5
11,N2EliwJKc,T4079_1,2
13,N2EliwJKc,T4079_1,10
14,N2EliwJKc,T4079_1,3
15,N2EliwJKc,T4079_1,3
16,N2EliwJKc,T4079_1,17
17,N2EliwJKc,T4079_1,4
19,N2EliwJKc,T4079_1,8
20,N2EliwJKc,T4079_1,8
21,N2EliwJKc,T4079_1,12
23,N2EliwJKc,T4079_1,3
24,N2EliwJKc,T4079_1,8
25,N2EliwJKc,T4079_1,4
26,N2EliwJKc,T4079_1,5
27,N2EliwJKc,T4079_1,2
28,N2EliwJKc,T4079_1,5
29,N2EliwJKc,T4079_1,7
30,N2EliwJKc,T4079_1,12
31,N2EliwJKc,T4079_1,7
32,N2EliwJKc,T4079_1,5
33,N2EliwJKc,T4079_1,9
34,N2EliwJKc,T4079_1,0
35,N2EliwJKc,T4079_1,4
36,N2EliwJKc,T4079_1,2
37,N2EliwJKc,T4079_1,2
38,N2EliwJKc,T4079_1,8
02,N2EliwJKc,T5302_1,0
03,N2EliwJKc,T5302_1,9
04,N2EliwJKc,T5302_1,2
08,N2EliwJKc,T5302_1,0
09,N2EliwJKc,T5302_1,9
10,N2EliwJKc,T5302_1,3
11,N2EliwJKc,T5302_1,5
13,N2EliwJKc,T5302_1,10
14,N2EliwJKc,T5302_1,0
15,N2EliwJKc,T5302_1,13
16,N2EliwJKc,T5302_1,8
17,N2EliwJKc,T5302_1,0
19,N2EliwJKc,T5302_1,9
20,N2EliwJKc,T5302_1,0
21,N2EliwJKc,T5302_1,11
23,N2EliwJKc,T5302_1,2
24,N2EliwJKc,T5302_1,8
25,N2EliwJKc,T5302_1,2
26,N2EliwJKc,T5302_1,0
27,N2EliwJKc,T5302_1,3
28,N2EliwJKc,T5302_1,7
29,N2EliwJKc,T5302_1,0
30,N2EliwJKc,T5302_1,4
31,N2EliwJKc,T5302_1,4
32,N2EliwJKc,T5302_1,2
33,N2EliwJKc,T5302_1,11
34,N2EliwJKc,T5302_1,8
35,N2EliwJKc,T5302_1,3
36,N2EliwJKc,T5302_1,5
37,N2EliwJKc,T5302_1,3
38,N2EliwJKc,T5302_1,3
02,N2EliwJKc,T650_2,2
03,N2EliwJKc,T650_2,3
04,N2EliwJKc,T650_2,2
08,N2EliwJKc,T650_2,0
09,N2EliwJKc,T650_2,6
10,N2EliwJKc,T650_2,4
11,N2EliwJKc,T650_2,2
13,N2EliwJKc,T650_2,0
14,N2EliwJKc,T650_2,0
15,N2EliwJKc,T650_2,0
16,N2EliwJKc,T650_2,3
17,N2EliwJKc,T650_2,3
19,N2EliwJKc,T650_2,2
20,N2EliwJKc,T650_2,2
21,N2EliwJKc,T650_2,2
23,N2EliwJKc,T650_2,3
24,N2EliwJKc,T650_2,0
25,N2EliwJKc,T650_2,0
26,N2EliwJKc,T650_2,0
27,N2EliwJKc,T650_2,0
28,N2EliwJKc,T650_2,2
29,N2EliwJKc,T650_2,5
30,N2EliwJKc,T650_2,2
31,N2EliwJKc,T650_2,5
32,N2EliwJKc,T650_2,3
33,N2EliwJKc,T650_2,2
34,N2EliwJKc,T650_2,0
35,N2EliwJKc,T650_2,8
36,N2EliwJKc,T650_2,2
37,N2EliwJKc,T650_2,2
38,N2EliwJKc,T650_2,5
02,N2EliwJKc,T845_2,2
03,N2EliwJKc,T845_2,5
04,N2EliwJKc,T845_2,4
08,N2EliwJKc,T845_2,0
09,N2EliwJKc,T845_2,0
10,N2EliwJKc,T845_2,0
11,N2EliwJKc,T845_2,0
13,N2EliwJKc,T845_2,8
14,N2EliwJKc,T845_2,0
15,N2EliwJKc,T845_2,6
16,N2EliwJKc,T845_2,4
17,N2EliwJKc,T845_2,3
19,N2EliwJKc,T845_2,5
20,N2EliwJKc,T845_2,0
21,N2EliwJKc,T845_2,0
23,N2EliwJKc,T845_2,0
24,N2EliwJKc,T845_2,4
25,N2EliwJKc,T845_2,2
26,N2EliwJKc,T845_2,2
27,N2EliwJKc,T845_2,0
28,N2EliwJKc,T845_2,6
29,N2EliwJKc,T845_2,2
30,N2EliwJKc,T845_2,2
31,N2EliwJKc,T845_2,0
32,N2EliwJKc,T845_2,0
33,N2EliwJKc,T845_2,6
34,N2EliwJKc,T845_2,2
35,N2EliwJKc,T845_2,2
36,N2EliwJKc,T845_2,0
37,N2EliwJKc,T845_2,3
38,N2EliwJKc,T845_2,4
02,N2EliwJKc,T1098_2,0
03,N2EliwJKc,T1098_2,3
04,N2EliwJKc,T1098_2,1
08,N2EliwJKc,T1098_2,2
09,N2EliwJKc,T1098_2,4
10,N2EliwJKc,T1098_2,3
11,N2EliwJKc,T1098_2,0
13,N2EliwJKc,T1098_2,4
14,N2EliwJKc,T1098_2,2
15,N2EliwJKc,T1098_2,4
16,N2EliwJKc,T1098_2,10
17,N2EliwJKc,T1098_2,3
19,N2EliwJKc,T1098_2,0
20,N2EliwJKc,T1098_2,0
21,N2EliwJKc,T1098_2,4
23,N2EliwJKc,T1098_2,0
24,N2EliwJKc,T1098_2,4
25,N2EliwJKc,T1098_2,2
26,N2EliwJKc,T1098_2,0
27,N2EliwJKc,T1098_2,0
28,N2EliwJKc,T1098_2,8
29,N2EliwJKc,T1098_2,5
30,N2EliwJKc,T1098_2,0
31,N2EliwJKc,T1098_2,0
32,N2EliwJKc,T1098_2,0
33,N2EliwJKc,T1098_2,8
34,N2EliwJKc,T1098_2,0
35,N2EliwJKc,T1098_2,0
36,N2EliwJKc,T1098_2,2
37,N2EliwJKc,T1098_2,3
38,N2EliwJKc,T1098_2,4
02,N2EliwJKc,T1428_2,0
03,N2EliwJKc,T1428_2,3
04,N2EliwJKc,T1428_2,0
08,N2EliwJKc,T1428_2,4
09,N2EliwJKc,T1428_2,5
10,N2EliwJKc,T1428_2,0
11,N2EliwJKc,T1428_2,2
13,N2EliwJKc,T1428_2,10
14,N2EliwJKc,T1428_2,0
15,N2EliwJKc,T1428_2,2
16,N2EliwJKc,T1428_2,5
17,N2EliwJKc,T1428_2,4
19,N2EliwJKc,T1428_2,9
20,N2EliwJKc,T1428_2,0
21,N2EliwJKc,T1428_2,3
23,N2EliwJKc,T1428_2,0
24,N2EliwJKc,T1428_2,2
25,N2EliwJKc,T1428_2,3
26,N2EliwJKc,T1428_2,2
27,N2EliwJKc,T1428_2,2
28,N2EliwJKc,T1428_2,5
29,N2EliwJKc,T1428_2,5
30,N2EliwJKc,T1428_2,0
31,N2EliwJKc,T1428_2,4
32,N2EliwJKc,T1428_2,7
33,N2EliwJKc,T1428_2,7
34,N2EliwJKc,T1428_2,2
35,N2EliwJKc,T1428_2,0
36,N2EliwJKc,T1428_2,2
37,N2EliwJKc,T1428_2,4
38,N2EliwJKc,T1428_2,8
02,N2EliwJKc,T1856_2,3
03,N2EliwJKc,T1856_2,0
04,N2EliwJKc,T1856_2,0
08,N2EliwJKc,T1856_2,2
09,N2EliwJKc,T1856_2,3
10,N2EliwJKc,T1856_2,0
11,N2EliwJKc,T1856_2,2
13,N2EliwJKc,T1856_2,10
14,N2EliwJKc,T1856_2,0
15,N2EliwJKc,T1856_2,2
16,N2EliwJKc,T1856_2,4
17,N2EliwJKc,T1856_2,0
19,N2EliwJKc,T1856_2,2
20,N2EliwJKc,T1856_2,0
21,N2EliwJKc,T1856_2,5
23,N2EliwJKc,T1856_2,0
24,N2EliwJKc,T1856_2,2
25,N2EliwJKc,T1856_2,6
26,N2EliwJKc,T1856_2,3
27,N2EliwJKc,T1856_2,0
28,N2EliwJKc,T1856_2,4
29,N2EliwJKc,T1856_2,5
30,N2EliwJKc,T1856_2,3
31,N2EliwJKc,T1856_2,0
32,N2EliwJKc,T1856_2,4
33,N2EliwJKc,T1856_2,3
34,N2EliwJKc,T1856_2,5
35,N2EliwJKc,T1856_2,0
36,N2EliwJKc,T1856_2,5
37,N2EliwJKc,T1856_2,3
38,N2EliwJKc,T1856_2,2
02,N2EliwJKc,T2413_2,0
03,N2EliwJKc,T2413_2,2
04,N2EliwJKc,T2413_2,0
08,N2EliwJKc,T2413_2,2
09,N2EliwJKc,T2413_2,2
10,N2EliwJKc,T2413_2,0
11,N2EliwJKc,T2413_2,4
13,N2EliwJKc,T2413_2,5
14,N2EliwJKc,T2413_2,0
15,N2EliwJKc,T2413_2,7
16,N2EliwJKc,T2413_2,0
17,N2EliwJKc,T2413_2,0
19,N2EliwJKc,T2413_2,3
20,N2EliwJKc,T2413_2,4
21,N2EliwJKc,T2413_2,2
23,N2EliwJKc,T2413_2,2
24,N2EliwJKc,T2413_2,7
25,N2EliwJKc,T2413_2,0
26,N2EliwJKc,T2413_2,0
27,N2EliwJKc,T2413_2,2
28,N2EliwJKc,T2413_2,4
29,N2EliwJKc,T2413_2,4
30,N2EliwJKc,T2413_2,2
31,N2EliwJKc,T2413_2,4
32,N2EliwJKc,T2413_2,0
33,N2EliwJKc,T2413_2,13
34,N2EliwJKc,T2413_2,2
35,N2EliwJKc,T2413_2,0
36,N2EliwJKc,T2413_2,0
37,N2EliwJKc,T2413_2,0
38,N2EliwJKc,T2413_2,3
02,N2EliwJKc,T3137_2,0
03,N2EliwJKc,T3137_2,3
04,N2EliwJKc,T3137_2,2
08,N2EliwJKc,T3137_2,0
09,N2EliwJKc,T3137_2,6
10,N2EliwJKc,T3137_2,2
11,N2EliwJKc,T3137_2,2
13,N2EliwJKc,T3137_2,6
14,N2EliwJKc,T3137_2,0
15,N2EliwJKc,T3137_2,5
16,N2EliwJKc,T3137_2,7
17,N2EliwJKc,T3137_2,0
19,N2EliwJKc,T3137_2,8
20,N2EliwJKc,T3137_2,2
21,N2EliwJKc,T3137_2,3
23,N2EliwJKc,T3137_2,2
24,N2EliwJKc,T3137_2,3
25,N2EliwJKc,T3137_2,0
26,N2EliwJKc,T3137_2,2
27,N2EliwJKc,T3137_2,3
28,N2EliwJKc,T3137_2,4
29,N2EliwJKc,T3137_2,4
30,N2EliwJKc,T3137_2,2
31,N2EliwJKc,T3137_2,0
32,N2EliwJKc,T3137_2,2
33,N2EliwJKc,T3137_2,5
34,N2EliwJKc,T3137_2,0
35,N2EliwJKc,T3137_2,2
36,N2EliwJKc,T3137_2,0
37,N2EliwJKc,T3137_2,3
38,N2EliwJKc,T3137_2,2
02,N2EliwJKc,T4079_2,2
03,N2EliwJKc,T4079_2,2
04,N2EliwJKc,T4079_2,7
08,N2EliwJKc,T4079_2,0
09,N2EliwJKc,T4079_2,0
10,N2EliwJKc,T4079_2,0
11,N2EliwJKc,T4079_2,4
13,N2EliwJKc,T4079_2,4
14,N2EliwJKc,T4079_2,2
15,N2EliwJKc,T4079_2,0
16,N2EliwJKc,T4079_2,10
17,N2EliwJKc,T4079_2,0
19,N2EliwJKc,T4079_2,4
20,N2EliwJKc,T4079_2,4
21,N2EliwJKc,T4079_2,6
23,N2EliwJKc,T4079_2,3
24,N2EliwJKc,T4079_2,6
25,N2EliwJKc,T4079_2,2
26,N2EliwJKc,T4079_2,2
27,N2EliwJKc,T4079_2,3
28,N2EliwJKc,T4079_2,0
29,N2EliwJKc,T4079_2,3
30,N2EliwJKc,T4079_2,2
31,N2EliwJKc,T4079_2,3
32,N2EliwJKc,T4079_2,3
33,N2EliwJKc,T4079_2,7
34,N2EliwJKc,T4079_2,2
35,N2EliwJKc,T4079_2,0
36,N2EliwJKc,T4079_2,2
37,N2EliwJKc,T4079_2,4
38,N2EliwJKc,T4079_2,0
02,N2EliwJKc,T5302_2,0
03,N2EliwJKc,T5302_2,2
04,N2EliwJKc,T5302_2,2
08,N2EliwJKc,T5302_2,2
09,N2EliwJKc,T5302_2,2
10,N2EliwJKc,T5302_2,2
11,N2EliwJKc,T5302_2,0
13,N2EliwJKc,T5302_2,6
14,N2EliwJKc,T5302_2,0
15,N2EliwJKc,T5302_2,4
16,N2EliwJKc,T5302_2,4
17,N2EliwJKc,T5302_2,2
19,N2EliwJKc,T5302_2,0
20,N2EliwJKc,T5302_2,5
21,N2EliwJKc,T5302_2,3
23,N2EliwJKc,T5302_2,2
24,N2EliwJKc,T5302_2,8
25,N2EliwJKc,T5302_2,4
26,N2EliwJKc,T5302_2,0
27,N2EliwJKc,T5302_2,0
28,N2EliwJKc,T5302_2,0
29,N2EliwJKc,T5302_2,0
30,N2EliwJKc,T5302_2,5
31,N2EliwJKc,T5302_2,2
32,N2EliwJKc,T5302_2,0
33,N2EliwJKc,T5302_2,4
34,N2EliwJKc,T5302_2,0
35,N2EliwJKc,T5302_2,0
36,N2EliwJKc,T5302_2,5
37,N2EliwJKc,T5302_2,2
38,N2EliwJKc,T5302_2,0
02,N2EliwJKc,T650_3,0
03,N2EliwJKc,T650_3,0
04,N2EliwJKc,T650_3,0
08,N2EliwJKc,T650_3,0
09,N2EliwJKc,T650_3,0
10,N2EliwJKc,T650_3,0
11,N2EliwJKc,T650_3,0
13,N2EliwJKc,T650_3,2
14,N2EliwJKc,T650_3,0
15,N2EliwJKc,T650_3,2
16,N2EliwJKc,T650_3,0
17,N2EliwJKc,T650_3,0
19,N2EliwJKc,T650_3,2
20,N2EliwJKc,T650_3,0
21,N2EliwJKc,T650_3,2
23,N2EliwJKc,T650_3,5
24,N2EliwJKc,T650_3,0
25,N2EliwJKc,T650_3,0
26,N2EliwJKc,T650_3,0
27,N2EliwJKc,T650_3,0
28,N2EliwJKc,T650_3,0
29,N2EliwJKc,T650_3,2
30,N2EliwJKc,T650_3,0
31,N2EliwJKc,T650_3,0
32,N2EliwJKc,T650_3,3
33,N2EliwJKc,T650_3,3
34,N2EliwJKc,T650_3,6
35,N2EliwJKc,T650_3,0
36,N2EliwJKc,T650_3,2
37,N2EliwJKc,T650_3,0
38,N2EliwJKc,T650_3,0
02,N2EliwJKc,T845_3,0
03,N2EliwJKc,T845_3,0
04,N2EliwJKc,T845_3,4
08,N2EliwJKc,T845_3,0
09,N2EliwJKc,T845_3,5
10,N2EliwJKc,T845_3,0
11,N2EliwJKc,T845_3,4
13,N2EliwJKc,T845_3,3
14,N2EliwJKc,T845_3,0
15,N2EliwJKc,T845_3,0
16,N2EliwJKc,T845_3,0
17,N2EliwJKc,T845_3,0
19,N2EliwJKc,T845_3,3
20,N2EliwJKc,T845_3,2
21,N2EliwJKc,T845_3,0
23,N2EliwJKc,T845_3,4
24,N2EliwJKc,T845_3,2
25,N2EliwJKc,T845_3,0
26,N2EliwJKc,T845_3,0
27,N2EliwJKc,T845_3,0
28,N2EliwJKc,T845_3,5
29,N2EliwJKc,T845_3,6
30,N2EliwJKc,T845_3,0
31,N2EliwJKc,T845_3,4
32,N2EliwJKc,T845_3,4
33,N2EliwJKc,T845_3,5
34,N2EliwJKc,T845_3,2
35,N2EliwJKc,T845_3,0
36,N2EliwJKc,T845_3,0
37,N2EliwJKc,T845_3,2
38,N2EliwJKc,T845_3,4
02,N2EliwJKc,T1098_3,0
03,N2EliwJKc,T1098_3,3
04,N2EliwJKc,T1098_3,4
08,N2EliwJKc,T1098_3,0
09,N2EliwJKc,T1098_3,0
10,N2EliwJKc,T1098_3,2
11,N2EliwJKc,T1098_3,0
13,N2EliwJKc,T1098_3,2
14,N2EliwJKc,T1098_3,0
15,N2EliwJKc,T1098_3,3
16,N2EliwJKc,T1098_3,0
17,N2EliwJKc,T1098_3,0
19,N2EliwJKc,T1098_3,0
20,N2EliwJKc,T1098_3,2
21,N2EliwJKc,T1098_3,6
23,N2EliwJKc,T1098_3,0
24,N2EliwJKc,T1098_3,5
25,N2EliwJKc,T1098_3,0
26,N2EliwJKc,T1098_3,0
27,N2EliwJKc,T1098_3,0
28,N2EliwJKc,T1098_3,5
29,N2EliwJKc,T1098_3,2
30,N2EliwJKc,T1098_3,2
31,N2EliwJKc,T1098_3,2
32,N2EliwJKc,T1098_3,2
33,N2EliwJKc,T1098_3,4
34,N2EliwJKc,T1098_3,2
35,N2EliwJKc,T1098_3,0
36,N2EliwJKc,T1098_3,0
37,N2EliwJKc,T1098_3,2
38,N2EliwJKc,T1098_3,5
02,N2EliwJKc,T1428_3,0
03,N2EliwJKc,T1428_3,4
04,N2EliwJKc,T1428_3,1
08,N2EliwJKc,T1428_3,0
09,N2EliwJKc,T1428_3,0
10,N2EliwJKc,T1428_3,6
11,N2EliwJKc,T1428_3,2
13,N2EliwJKc,T1428_3,3
14,N2EliwJKc,T1428_3,0
15,N2EliwJKc,T1428_3,2
16,N2EliwJKc,T1428_3,2
17,N2EliwJKc,T1428_3,0
19,N2EliwJKc,T1428_3,2
20,N2EliwJKc,T1428_3,3
21,N2EliwJKc,T1428_3,2
23,N2EliwJKc,T1428_3,3
24,N2EliwJKc,T1428_3,2
25,N2EliwJKc,T1428_3,0
26,N2EliwJKc,T1428_3,0
27,N2EliwJKc,T1428_3,0
28,N2EliwJKc,T1428_3,0
29,N2EliwJKc,T1428_3,2
30,N2EliwJKc,T1428_3,2
31,N2EliwJKc,T1428_3,0
32,N2EliwJKc,T1428_3,3
33,N2EliwJKc,T1428_3,9
34,N2EliwJKc,T1428_3,2
35,N2EliwJKc,T1428_3,4
36,N2EliwJKc,T1428_3,0
37,N2EliwJKc,T1428_3,0
38,N2EliwJKc,T1428_3,5
02,N2EliwJKc,T1856_3,0
03,N2EliwJKc,T1856_3,3
04,N2EliwJKc,T1856_3,0
08,N2EliwJKc,T1856_3,0
09,N2EliwJKc,T1856_3,5
10,N2EliwJKc,T1856_3,3
11,N2EliwJKc,T1856_3,9
13,N2EliwJKc,T1856_3,5
14,N2EliwJKc,T1856_3,0
15,N2EliwJKc,T1856_3,3
16,N2EliwJKc,T1856_3,5
17,N2EliwJKc,T1856_3,0
19,N2EliwJKc,T1856_3,2
20,N2EliwJKc,T1856_3,2
21,N2EliwJKc,T1856_3,0
23,N2EliwJKc,T1856_3,0
24,N2EliwJKc,T1856_3,7
25,N2EliwJKc,T1856_3,6
26,N2EliwJKc,T1856_3,0
27,N2EliwJKc,T1856_3,0
28,N2EliwJKc,T1856_3,8
29,N2EliwJKc,T1856_3,5
30,N2EliwJKc,T1856_3,2
31,N2EliwJKc,T1856_3,2
32,N2EliwJKc,T1856_3,2
33,N2EliwJKc,T1856_3,5
34,N2EliwJKc,T1856_3,2
35,N2EliwJKc,T1856_3,0
36,N2EliwJKc,T1856_3,0
37,N2EliwJKc,T1856_3,0
38,N2EliwJKc,T1856_3,7
02,N2EliwJKc,T2413_3,0
03,N2EliwJKc,T2413_3,0
04,N2EliwJKc,T2413_3,0
08,N2EliwJKc,T2413_3,0
09,N2EliwJKc,T2413_3,2
10,N2EliwJKc,T2413_3,4
11,N2EliwJKc,T2413_3,0
13,N2EliwJKc,T2413_3,2
14,N2EliwJKc,T2413_3,0
15,N2EliwJKc,T2413_3,5
16,N2EliwJKc,T2413_3,0
17,N2EliwJKc,T2413_3,2
19,N2EliwJKc,T2413_3,6
